-4.355900314301527354e-01,1.694799035661289366e-01,-1.738446654242659930e-04,9.396840820433196573e-01,5.950281400767042372e-01,8.272456213249713697e-01,-1.534337092763088384e-01,-3.062713451320826508e-01,1.149256476935372195e-01,-3.689482500996780767e-01,-3.065119541349216048e-01,-1.329441210720478939e-01,-2.130056393606794274e-01,-2.201719111450565203e-01,-1.740247111897798293e-02,6.147765138428608334e-02,-2.704802297565109814e-01,6.867952712129658799e-02,-3.418431100461622463e-01
-2.014747464198649030e-01,3.825426954459215656e-01,3.992299927825884720e-01,-1.318826554199498680e-01,-3.707442007405304524e-02,3.601101437845617981e-01,-5.478086797605740549e-02,-7.907563291207476974e-02,3.042903275262230992e-02,-1.303390628161562037e-01,-4.986178196995092599e-02,-6.954398981581363937e-02,-2.837449804579798562e-01,-6.654172554088640112e-02,8.652334271235345708e-02,-7.615373038648509674e-03,5.348222441105257019e-01,-1.632931336050791327e-01,-2.947436955593624730e-01
-1.313261101698500743e-01,1.046802402854335734e-01,-5.940906862944712180e-02,-4.114994891406113103e-02,-1.064460884461837231e-01,1.247241434685566613e-01,1.300664814662098601e-01,-2.155816293175635279e-01,4.689999193374209674e-01,-1.020416674184950884e-01,-2.207333161238953512e-01,4.159184171902766125e-02,-9.836079111856795010e-02,-1.227140243633954991e-01,1.822359568598583002e-01,4.886302622439879506e-02,6.426697715859501780e-01,-3.196514452125701067e-01,-9.253919859819885463e-02
3.304249372549293573e-02,4.236672172629730726e-01,-3.300674370005195479e-01,-1.038004097509687973e-01,-3.339209564036098032e-01,5.741159017522536878e-01,2.036795183576655954e-01,-1.308518572708440020e-01,4.646942003166861790e-01,-1.261828738939121675e-01,1.228683013405236224e-01,-4.818707280768286805e-01,8.514436197361791026e-02,-1.443233781915683189e-01,-1.046972214700313125e-01,-1.275321626229347811e-02,-3.723767778295955511e-01,2.672524682891188053e-01,-5.392363395252150471e-02
-1.248671605224791481e-01,3.076020872883260537e-01,-7.499845592524613525e-02,-2.963118881741707566e-01,-6.235546970475871337e-02,3.875775460451754990e-03,2.593193510041540417e-01,-3.130303063495972760e-01,3.047621729671502466e-01,-1.306084997645928780e-01,-2.714781278284089661e-01,3.486808817203480154e-02,2.128477688163611659e-01,-7.972992734310650753e-02,-7.995171593261463094e-03,-2.961687516840064704e-01,8.927503371751916994e-01,-9.085008802901368974e-02,-2.277020569147349960e-01
-1.001614454638202895e-01,1.561461994639999629e-01,4.559170407704266764e-02,4.844212751528750339e-03,9.703320334220270904e-03,2.686037155694478984e-01,-7.278045472137292284e-03,-4.074301523526011742e-02,8.182597881765188985e-01,-5.307610505892280256e-02,-8.978186828091279381e-02,-6.310683881403306161e-02,-9.930837077122850465e-02,-7.656153517697622535e-02,6.004493645517524486e-02,7.399172706915408890e-03,1.287654870730900458e-01,-9.854870258895316593e-02,-5.262967956651501411e-02
-2.035302191860199061e-01,3.278864586559030597e-02,-1.770068530393659190e-01,-2.811708532451422937e-01,-3.873957187565303939e-01,1.254106955245594124e-01,2.111369656145649643e-01,-2.337488588370195131e-01,5.420097731923576578e-01,-2.204126051498570688e-02,-1.407262192683735036e-01,1.677745928617947746e-01,6.570093420621292944e-03,3.838598232628646911e-02,-5.239080728928307007e-01,1.203750295257566050e+00,-3.825395402842809989e-03,-1.709105586145857614e-01,-2.996087928122312949e-01
-1.048499473119015798e-02,4.006740801137802926e-02,5.887635088463161193e-02,-2.435641018603259267e-01,7.658154331027330342e-01,5.611203545556199268e-01,-1.714959608739270377e-02,-3.536170749077148789e-01,3.968340014809528804e-01,-1.909833703656589887e-01,-3.842486274151060005e-02,-2.119270366508943793e-01,2.518804333516803662e-01,-5.025372769298960818e-02,-3.911410695950020000e-01,-9.701439374312604419e-03,-4.429657499779489638e-01,3.750167644571676673e-02,-2.104219569016488878e-01
-1.079663042245804366e-01,-1.634110360030034959e-01,-4.533663519310939249e-01,-4.870690559560767602e-02,-3.120559218093247322e-01,3.207860219148069014e-02,2.674385016376687463e-01,-2.751965798496306403e-01,1.069191630908514767e+00,7.577045224450933147e-02,-4.596487439875037578e-02,5.471615878776338315e-02,2.558702522848660954e-01,-1.364869591136665464e-02,-6.193996113708713502e-02,-7.256680819141368699e-02,-3.537748612180691699e-01,7.890119010090031193e-02,-5.605610614890307181e-02
-7.732154144594330369e-02,-2.773603588217825600e-01,-1.517062482922583444e-01,-1.034961292717368475e-01,-1.942460684614821798e-02,4.312317085318403409e-01,-1.226442710018530169e-01,2.054169812453004399e-03,5.887807527257995499e-01,-5.950430549659231801e-03,-2.875420945777250326e-02,4.807231575999129647e-02,-5.504791668835450069e-02,-5.232048732656556511e-02,-1.213829914077207556e-01,-2.458029969453842389e-01,9.517816211051447275e-03,3.866840948019591440e-01,-1.688711952421818319e-01
